product_id,price,category,tuik_code
6006,336.0,Vidalar,05
8483,258.0,Vidalar,05
9111,258.0,Vidalar,05
6009,282.0,Vidalar,05
9079,306.0,Vidalar,05
14881,179.0,Vidalar,05
6003,192.0,Vidalar,05
9098,342.0,Vidalar,05
9082,346.8,Vidalar,05
9083,204.0,Vidalar,05
6010,234.0,Vidalar,05
9099,258.0,Vidalar,05
6011,288.0,Vidalar,05
10760,312.0,Vidalar,05
9085,342.0,Vidalar,05
6015,204.0,Vidalar,05
11674,204.0,Vidalar,05
11165,354.0,Vidalar,05
6016,198.0,Vidalar,05
9087,222.0,Vidalar,05
9088,252.0,Vidalar,05
6020,294.0,Vidalar,05
9132,294.0,Vidalar,05
12409,354.0,Vidalar,05
14888,225.0,Vidalar,05
9101,240.0,Vidalar,05
9089,336.0,Vidalar,05
9077,198.0,Vidalar,05
6024,216.0,Vidalar,05
10759,216.0,Vidalar,05
14988,975.0,Vidalar,05
14603,520.0,Vidalar,05
11654,55.0,Temizlik gereçleri,05
444,75.0,Süpürgelik,05
6076,325.0,Bilinmeyen,05
10385,260.0,Bilinmeyen,05
8798,381.25,Bilinmeyen,05
6438,11.0,Kilit sürgü mavzer,05
6439,11.0,Kilit sürgü mavzer,05
6444,61.0,Kilit sürgü mavzer,05
12146,100.0,Kilit sürgü mavzer,05
12009,95.0,Kilit sürgü mavzer,05
