TTB İçerik Listesi,,
Katalog Adı,(*) Birim,Katalog Kodu
Sistografi (MÖ + MS)  - ÜRO-GENİTAL SİSTEM KONTRASTLI İNCELEMELER,"46,00",RADYOLOJİ[38]
Histero-salpengografi - ÜRO-GENİTAL SİSTEM KONTRASTLI İNCELEMELER,"46,00",RADYOLOJİ[38]
Mamografi (tek taraflı)  - ÖZEL RADYOLOJİK İNCELEMELER,"40,00",RADYOLOJİ[38]
Pelvik US - ULTRASONOGRAFİ (US) İNCELEMELERİ ,"40,00",RADYOLOJİ[38]
Üriner sistem US - ULTRASONOGRAFİ (US) İNCELEMELERİ ,"40,00",RADYOLOJİ[38]
"Kalça eklemi US (iki taraflı) , kıyaslamalı - ULTRASONOGRAFİ (US) İNCELEMELERİ ","40,00",RADYOLOJİ[38]
Tiroid US - ULTRASONOGRAFİ (US) İNCELEMELERİ ,"40,00",RADYOLOJİ[38]
Skrotal US - ULTRASONOGRAFİ (US) İNCELEMELERİ ,"40,00",RADYOLOJİ[38]
Transvajinal US - ULTRASONOGRAFİ (US) İNCELEMELERİ ,"40,00",RADYOLOJİ[38]
Vertebral arter RDUS (iki taraflı)  - RENKLi DOPPLER ULTRASONOGRAFİ (RDUS) İNCELEMELERi ,"40,00",RADYOLOJİ[38]
Tiroid RDUS  - RENKLi DOPPLER ULTRASONOGRAFİ (RDUS) İNCELEMELERi ,"40,00",RADYOLOJİ[38]
Kitle lezyonu RDUS  - RENKLi DOPPLER ULTRASONOGRAFİ (RDUS) İNCELEMELERi ,"40,00",RADYOLOJİ[38]
Kardiyak canlılık (Viabilite)  - MANYETİK REZONANS GÖRÜNTÜLEME,"40,00",RADYOLOJİ[38]
MR kontrastlı tetkik farkı  - MANYETİK REZONANS GÖRÜNTÜLEME,"40,00",RADYOLOJİ[38]
Kinematik eklem tetkik farkı - MANYETİK REZONANS GÖRÜNTÜLEME,"40,00",RADYOLOJİ[38]
MR kontrastlı tetkik farkı  - MANYETİK REZONANS GÖRÜNTÜLEME,"40,00",RADYOLOJİ[38]
Kinematik eklem tetkik farkı  - MANYETİK REZONANS GÖRÜNTÜLEME,"40,00",RADYOLOJİ[38]
Normal üç yönlü grafi - DİREKT RADYOLOJİK İNCELEMELER ,"38,00",RADYOLOJİ[38]
Hepatobiliyer US - ULTRASONOGRAFİ (US) İNCELEMELERİ ,"30,00",RADYOLOJİ[38]
Renal US - ULTRASONOGRAFİ (US) İNCELEMELERİ ,"30,00",RADYOLOJİ[38]
"Omuz-diz-el-ayak US, tek eklem (tek taraf)  - ULTRASONOGRAFİ (US) İNCELEMELERİ ","30,00",RADYOLOJİ[38]
Orbita US (iki taraflı – B MOD)  - ULTRASONOGRAFİ (US) İNCELEMELERİ ,"30,00",RADYOLOJİ[38]
"Yüzeyel organ ultrasonografisi, bir anatomik bölge için (kas-tendon, spinal vb.)  - ULTRASONOGRAFİ (US) İNCELEMELERİ ","30,00",RADYOLOJİ[38]
Bilgisayarlı hava veya opaklı sisternografi tomografisi  - BİLGİSAYARLI TOMOGRAFİ,"30,00",RADYOLOJİ[38]
Normal iki yönlü grafi - DİREKT RADYOLOJİK İNCELEMELER ,"28,00",RADYOLOJİ[38]
T-Tüp kolanjiografi - GASTROİNTESTİNAL SİSTEM KONTRASTLI İNCELEMELERİ,"28,00",RADYOLOJİ[38]
Bilateral Orthoröntgen - ÖZEL RADYOLOJİK İNCELEMELER,"28,00",RADYOLOJİ[38]
Panoromik grafi (Orthopantografi) - ÖZEL RADYOLOJİK İNCELEMELER,"28,00",RADYOLOJİ[38]
Temporomandibuler eklem (Ağız açık-kapalı)  - ÖZEL RADYOLOJİK İNCELEMELER,"28,00",RADYOLOJİ[38]
Parotis bezi US (iki taraflı)  - ULTRASONOGRAFİ (US) İNCELEMELERİ ,"25,00",RADYOLOJİ[38]
Submandibuler bez US (iki taraflı)  - ULTRASONOGRAFİ (US) İNCELEMELERİ ,"25,00",RADYOLOJİ[38]
Toraks US - ULTRASONOGRAFİ (US) İNCELEMELERİ ,"25,00",RADYOLOJİ[38]
Transfontanel US - ULTRASONOGRAFİ (US) İNCELEMELERİ ,"25,00",RADYOLOJİ[38]
Bilgisayarlı alt abdomen tomografisi  - BİLGİSAYARLI TOMOGRAFİ,"25,00",RADYOLOJİ[38]
Bilgisayarlı beyin (aksiyel + koronal) tomografisi  - BİLGİSAYARLI TOMOGRAFİ,"25,00",RADYOLOJİ[38]
Bilgisayarlı beyin tomografisi  - BİLGİSAYARLI TOMOGRAFİ,"25,00",RADYOLOJİ[38]
"Bilgisayarlı temporal kemik tomografisi YRBT, tek eklem  - BİLGİSAYARLI TOMOGRAFİ","25,00",RADYOLOJİ[38]
Bilgisayarlı ekstremite (20-50 cm bölge) tomografisi  - BİLGİSAYARLI TOMOGRAFİ,"25,00",RADYOLOJİ[38]
Bilgisayarlı hipofiz tomografisi  - BİLGİSAYARLI TOMOGRAFİ,"25,00",RADYOLOJİ[38]
Bilgisayarlı nazofarinks tomografisi  - BİLGİSAYARLI TOMOGRAFİ,"25,00",RADYOLOJİ[38]
Bilgisayarlı orbita tomografisi  - BİLGİSAYARLI TOMOGRAFİ,"25,00",RADYOLOJİ[38]
Bilgisayarlı tempomandibular eklem tomografisi  - BİLGİSAYARLI TOMOGRAFİ,"25,00",RADYOLOJİ[38]
Bilgisayarlı toraks tomografisi  - BİLGİSAYARLI TOMOGRAFİ,"25,00",RADYOLOJİ[38]
Bilgisayarlı üst abdomen tomografisi  - BİLGİSAYARLI TOMOGRAFİ,"25,00",RADYOLOJİ[38]
Bilgisayarlı vertebra (4 adet) tomografisi  - BİLGİSAYARLI TOMOGRAFİ,"25,00",RADYOLOJİ[38]
Baskılı (yüklemeli) Vertebra (4 adet) BT - BİLGİSAYARLI TOMOGRAFİ,"25,00",RADYOLOJİ[38]
Yüksek rezolüsyonlu akciğer BT  - BİLGİSAYARLI TOMOGRAFİ,"25,00",RADYOLOJİ[38]
"Yüksek rezolüsyonlu akciğer BT, ekspiratuar  - BİLGİSAYARLI TOMOGRAFİ","25,00",RADYOLOJİ[38]
Bilgisayarlı paranazal sinüs tomografisi  - BİLGİSAYARLI TOMOGRAFİ,"25,00",RADYOLOJİ[38]
Bilgisayarlı boyun tomografisi  - BİLGİSAYARLI TOMOGRAFİ,"25,00",RADYOLOJİ[38]
"Bilgisayarlı maksillofasial tomografi, aksiyel  - BİLGİSAYARLI TOMOGRAFİ","25,00",RADYOLOJİ[38]
"Bilgisayarlı maksillofasial tomografi, koronal  - BİLGİSAYARLI TOMOGRAFİ","25,00",RADYOLOJİ[38]
"Bilgisayarlı kantitatif tomografi (kals. skorlama, bmd gibi)  - BİLGİSAYARLI TOMOGRAFİ","25,00",RADYOLOJİ[38]
Bilgisayarlı dental tomografi  - BİLGİSAYARLI TOMOGRAFİ,"25,00",RADYOLOJİ[38]
"Bilgisayarlı tomografi, diğer  - BİLGİSAYARLI TOMOGRAFİ","25,00",RADYOLOJİ[38]
Bilgisayarlı larinks tomografisi  - BİLGİSAYARLI TOMOGRAFİ,"25,00",RADYOLOJİ[38]
Difüzyon MR - MANYETİK REZONANS GÖRÜNTÜLEME,"25,00",RADYOLOJİ[38]
Difüzyon MR - MANYETİK REZONANS GÖRÜNTÜLEME,"25,00",RADYOLOJİ[38]
Normal tek yönlü grafi - DİREKT RADYOLOJİK İNCELEMELER ,"20,00",RADYOLOJİ[38]
Radyolojik konsültasyon - DİREKT RADYOLOJİK İNCELEMELER ,"20,00",RADYOLOJİ[38]
Sefalometrik grafi (tek yön)  - ÖZEL RADYOLOJİK İNCELEMELER,"20,00",RADYOLOJİ[38]
Bilgisayarlı meme radyoterapi planlamasi için tomografi - BİLGİSAYARLI TOMOGRAFİ,"20,00",RADYOLOJİ[38]
Asıl filme ek olarak çekilen spot grafi - DİREKT RADYOLOJİK İNCELEMELER ,"8,00",RADYOLOJİ[38]
Kardiyak perfüzyon - MANYETİK REZONANS GÖRÜNTÜLEME,"160,00",RADYOLOJİ[38]
Koroner MRG - MANYETİK REZONANS GÖRÜNTÜLEME,"160,00",RADYOLOJİ[38]
"Kas, tendon, bağ yaralanmaları rehabilitasyonu","30,00",SPOR HEKİMLİĞİ UYGULAMALARI
Artroskopik bağ onarımı rehabilitasyonu,"30,00",SPOR HEKİMLİĞİ UYGULAMALARI
Artroskopik menisektomi rehabilitasyonu,"30,00",SPOR HEKİMLİĞİ UYGULAMALARI
Artroskopik cerrahi rehabilitasyonu (diğer eklemler) ,"30,00",SPOR HEKİMLİĞİ UYGULAMALARI
İzometrik dinamometrik ölçüm,"25,00",SPOR HEKİMLİĞİ UYGULAMALARI
İzokinetik dinamometrik ölçüm,"25,00",SPOR HEKİMLİĞİ UYGULAMALARI
Egzersiz reçeteleme,"25,00",SPOR HEKİMLİĞİ UYGULAMALARI
Kas gücü egzersizi (izokinetik) ,"25,00",SPOR HEKİMLİĞİ UYGULAMALARI
Vücut yüzde yağı ölçümü (antropometrik değerlendirme) ,"20,00",SPOR HEKİMLİĞİ UYGULAMALARI
Spor hekimi danışmanlık saati,"20,00",SPOR HEKİMLİĞİ UYGULAMALARI
Eklem enjeksiyonu,"20,00",SPOR HEKİMLİĞİ UYGULAMALARI
"Kas, tendon, bağ yaralanmaları manüplatif tedaviler","20,00",SPOR HEKİMLİĞİ UYGULAMALARI
Esneklik egzersizi,"20,00",SPOR HEKİMLİĞİ UYGULAMALARI
Denge ve propiriosepsiyon egzersizleri,"20,00",SPOR HEKİMLİĞİ UYGULAMALARI
Pasif eklem hareketleri egzersizleri,"20,00",SPOR HEKİMLİĞİ UYGULAMALARI
Tetik nokta/tendon/ligament enjeksiyonu,"15,00",SPOR HEKİMLİĞİ UYGULAMALARI
Teypleme,"15,00",SPOR HEKİMLİĞİ UYGULAMALARI
İntermitant basınçlı kompresyon,"10,00",SPOR HEKİMLİĞİ UYGULAMALARI
Kas gücü egzersizi (izotonik) ,"10,00",SPOR HEKİMLİĞİ UYGULAMALARI
Kas stimülasyonu,"5,00",SPOR HEKİMLİĞİ UYGULAMALARI
Cold pack/hot pack/parafin/infraruj,"4,00",SPOR HEKİMLİĞİ UYGULAMALARI
"Rekompresyon tedavisi, karışım gazla Tip II Dekompresyon Hastalığı","350,00",SUALTI HEKİMLİĞİ VE HİPERBARİK TIP
"Rekompresyon tedavisi, arteriyel gaz embolisi","350,00",SUALTI HEKİMLİĞİ VE HİPERBARİK TIP
"Rekompresyon tedavisi, Tip II Dekompresyon Hastalığı, ilk seans","300,00",SUALTI HEKİMLİĞİ VE HİPERBARİK TIP
"Rekompresyon tedavisi, karışım gazla Tip I Dekompresyon Hastalığı","270,00",SUALTI HEKİMLİĞİ VE HİPERBARİK TIP
"Rekompresyon tedavisi, Tip I Dekompresyon Hastalığı","250,00",SUALTI HEKİMLİĞİ VE HİPERBARİK TIP
"Rekompresyon tedavisi, Tip II Dekompresyon Hastalığı, ilk seans’a ek","60,00",SUALTI HEKİMLİĞİ VE HİPERBARİK TIP
Hiperbarik ortamda transkutanöz pO2 (TcpO2) ölçümü,"40,00",SUALTI HEKİMLİĞİ VE HİPERBARİK TIP
Oksijen tolerans testi,"40,00",SUALTI HEKİMLİĞİ VE HİPERBARİK TIP
Transkutanöz pO2 (TcpO2) ölçümü,"30,00",SUALTI HEKİMLİĞİ VE HİPERBARİK TIP
Basınç testi,"30,00",SUALTI HEKİMLİĞİ VE HİPERBARİK TIP
"Hiperbarik oksijen tedavisi, 2-3 ATA saati","25,00",SUALTI HEKİMLİĞİ VE HİPERBARİK TIP
"Hiperbarik oksijen tedavisi, 1-2 ATA saati","20,00",SUALTI HEKİMLİĞİ VE HİPERBARİK TIP
"Tüp havası analizi, her parametre","20,00",SUALTI HEKİMLİĞİ VE HİPERBARİK TIP
Sualtı hekimliği danışmanlık saati,"20,00",SUALTI HEKİMLİĞİ VE HİPERBARİK TIP
"İntermittan basınç siplinti, her ekstremite","10,00",SUALTI HEKİMLİĞİ VE HİPERBARİK TIP
Termomineral su fiziko-kimyasal tam analiz - Balneolojik Analizler ve Tıbbi Değerlendirmeleri,"400,00",TIBBİ EKOLOJİ VE HİDROKLİMATOLOJİ
Peloid fiziko-kimyasal tam analiz - Balneolojik Analizler ve Tıbbi Değerlendirmeleri,"400,00",TIBBİ EKOLOJİ VE HİDROKLİMATOLOJİ
Tıbbi balneolojik değerlendirme - Balneolojik Analizler ve Tıbbi Değerlendirmeleri,"300,00",TIBBİ EKOLOJİ VE HİDROKLİMATOLOJİ
Tıbbi klimatik değerlendirme - Balneolojik Analizler ve Tıbbi Değerlendirmeleri,"300,00",TIBBİ EKOLOJİ VE HİDROKLİMATOLOJİ
Talassoterapi değerlendirme - Balneolojik Analizler ve Tıbbi Değerlendirmeleri,"300,00",TIBBİ EKOLOJİ VE HİDROKLİMATOLOJİ
İklimsel değerlendirme - Balneolojik Analizler ve Tıbbi Değerlendirmeleri,"90,00",TIBBİ EKOLOJİ VE HİDROKLİMATOLOJİ
Mineralli su fekal streptokoklar - Balneolojik Analizler ve Tıbbi Değerlendirmeleri,"70,00",TIBBİ EKOLOJİ VE HİDROKLİMATOLOJİ
Mineralli su bakteriyolojik tam analiz - Balneolojik Analizler ve Tıbbi Değerlendirmeleri,"70,00",TIBBİ EKOLOJİ VE HİDROKLİMATOLOJİ
Girdap banyosu - Balneoterapi ve Hidroterapi Uygulamaları,"50,00",TIBBİ EKOLOJİ VE HİDROKLİMATOLOJİ
Tam peloid banyo - Balneoterapi ve Hidroterapi Uygulamaları,"50,00",TIBBİ EKOLOJİ VE HİDROKLİMATOLOJİ
Peloid tam paket - Balneoterapi ve Hidroterapi Uygulamaları,"50,00",TIBBİ EKOLOJİ VE HİDROKLİMATOLOJİ
Su içi egzersiz - Balneoterapi ve Hidroterapi Uygulamaları,"50,00",TIBBİ EKOLOJİ VE HİDROKLİMATOLOJİ
Affüzyon duşu - Balneoterapi ve Hidroterapi Uygulamaları,"50,00",TIBBİ EKOLOJİ VE HİDROKLİMATOLOJİ
Hasta eğitimi - Uzman Hekim Uygulamaları,"50,00",TIBBİ EKOLOJİ VE HİDROKLİMATOLOJİ
Su içi basınçlı masaj - Balneoterapi ve Hidroterapi Uygulamaları,"40,00",TIBBİ EKOLOJİ VE HİDROKLİMATOLOJİ
Masaj (tüm vücut)  - Balneoterapi ve Hidroterapi Uygulamaları,"40,00",TIBBİ EKOLOJİ VE HİDROKLİMATOLOJİ
Muayene/konsültasyon - Uzman Hekim Uygulamaları,"40,00",TIBBİ EKOLOJİ VE HİDROKLİMATOLOJİ
Kaplıca tedavi planlama - Uzman Hekim Uygulamaları,"40,00",TIBBİ EKOLOJİ VE HİDROKLİMATOLOJİ
Termomineral ve diğer sular tek unsur kimyasal analiz - Balneolojik Analizler ve Tıbbi Değerlendirmeleri,"30,00",TIBBİ EKOLOJİ VE HİDROKLİMATOLOJİ
Tam mineralli su banyosu - Balneoterapi ve Hidroterapi Uygulamaları,"30,00",TIBBİ EKOLOJİ VE HİDROKLİMATOLOJİ
Kontrast banyo - Balneoterapi ve Hidroterapi Uygulamaları,"30,00",TIBBİ EKOLOJİ VE HİDROKLİMATOLOJİ
Hamam - Balneoterapi ve Hidroterapi Uygulamaları,"30,00",TIBBİ EKOLOJİ VE HİDROKLİMATOLOJİ
Lokal peloid banyosu - Balneoterapi ve Hidroterapi Uygulamaları,"30,00",TIBBİ EKOLOJİ VE HİDROKLİMATOLOJİ
Peloid lokal paket - Balneoterapi ve Hidroterapi Uygulamaları,"30,00",TIBBİ EKOLOJİ VE HİDROKLİMATOLOJİ
"Jet duş, filiform duş, tazyikli duş - Balneoterapi ve Hidroterapi Uygulamaları","30,00",TIBBİ EKOLOJİ VE HİDROKLİMATOLOJİ
"Eklem aspirasyonu, enjeksiyonu - Uzman Hekim Uygulamaları","30,00",TIBBİ EKOLOJİ VE HİDROKLİMATOLOJİ
"Lokal mineralli su (karbondioksit, kükürt, tuzlu, termal banyo)  - Balneoterapi ve Hidroterapi Uygulamaları","20,00",TIBBİ EKOLOJİ VE HİDROKLİMATOLOJİ
Sauna - Balneoterapi ve Hidroterapi Uygulamaları,"20,00",TIBBİ EKOLOJİ VE HİDROKLİMATOLOJİ
Masaj (lokal)  - Balneoterapi ve Hidroterapi Uygulamaları,"20,00",TIBBİ EKOLOJİ VE HİDROKLİMATOLOJİ
Lokal enjeksiyon - Uzman Hekim Uygulamaları,"20,00",TIBBİ EKOLOJİ VE HİDROKLİMATOLOJİ
Mikroarray ekspresyon analizi (8 örnek)  - MOLEKÜLER,"800,00",TIBBİ GENETİK
Mikroarray snp analizi (8 örnek)  - MOLEKÜLER,"800,00",TIBBİ GENETİK
Mikroarray ekspresyon analizi (4 örnek)  - MOLEKÜLER,"600,00",TIBBİ GENETİK
Mikroarray snp analizi (4 örnek)  - MOLEKÜLER,"600,00",TIBBİ GENETİK
Faktör V Leiden Mutasyonu - DİĞER,"480,00",TIBBİ GENETİK
Mikroarray ekspresyon analizi (2 örnek)  - MOLEKÜLER,"400,00",TIBBİ GENETİK
Mikroarray snp analizi (2 örnek)  - MOLEKÜLER,"400,00",TIBBİ GENETİK
Kantitatif RT-PCR (8 örnek)  - MOLEKÜLER,"300,00",TIBBİ GENETİK
Kantitatif RT-PCR (4 örnek)  - MOLEKÜLER,"250,00",TIBBİ GENETİK
"Sitogenetik, FISH, tüm kromozom, multiprob - MOLEKÜLER","240,00",TIBBİ GENETİK
"Sitogenetik, FISH, multicolor - MOLEKÜLER","240,00",TIBBİ GENETİK
"Sitogenetik, FISH, tüm kromozom, 2 prob - MOLEKÜLER","200,00",TIBBİ GENETİK
"Sitogenetik, FISH, interfaz - MOLEKÜLER","200,00",TIBBİ GENETİK
"Blok, frajil X, prenatal - MOLEKÜLER","200,00",TIBBİ GENETİK
"Blok, kah, prenatal - MOLEKÜLER","200,00",TIBBİ GENETİK
"Blok, Y Kro, mikrodelesyonu - MOLEKÜLER","200,00",TIBBİ GENETİK
Kantitatif RT-PCR (2 örnek)  - MOLEKÜLER,"200,00",TIBBİ GENETİK
Kimerizim analizi panel 1 (VTNR yöntemiyle 1.-5. belirleyici)  - DİĞER,"200,00",TIBBİ GENETİK
Kimerizim analizi panel 2 (TNR yöntemiyle 6.-10. belirleyici)  - DİĞER,"200,00",TIBBİ GENETİK
"Blok, fetal, amnion - SİTOGENETİK","180,00",TIBBİ GENETİK
"Blok, fetal koryon villus - SİTOGENETİK","180,00",TIBBİ GENETİK
"Sitogenetik, FISH, sentromer, multiprob - MOLEKÜLER","180,00",TIBBİ GENETİK
"Sitogenetik, FISH, lokus spesifik - MOLEKÜLER","180,00",TIBBİ GENETİK
Moleküler saflaştırma (3 örnek) :  160 - DİĞER,"160,00",TIBBİ GENETİK
"Saflaştırma, agaroz (3 örnek)  - MOLEKÜLER","160,00",TIBBİ GENETİK
"Parental analiz, 16 primer - MOLEKÜLER","160,00",TIBBİ GENETİK
"Blok, frajil X - MOLEKÜLER","160,00",TIBBİ GENETİK
"Blok, kah - MOLEKÜLER","160,00",TIBBİ GENETİK
"Blok, waardenburg - MOLEKÜLER","160,00",TIBBİ GENETİK
"Blok, alkaptonüri - MOLEKÜLER","160,00",TIBBİ GENETİK
"Blok, fenilketonüri - MOLEKÜLER","160,00",TIBBİ GENETİK
"Blok, long QT send.  - MOLEKÜLER","160,00",TIBBİ GENETİK
"Blok, non-sendromik sağırlık - MOLEKÜLER","160,00",TIBBİ GENETİK
Amniotik mayii kültürü - SİTOGENETİK,"150,00",TIBBİ GENETİK
"Sitogenetik, CGH - MOLEKÜLER","150,00",TIBBİ GENETİK
Fusionscan (herbir translokasyon veya inversiyon ürünü için Ayrı ayrı) kantitatif - DİĞER,"150,00",TIBBİ GENETİK
"Sitogenetik, FISH, sentromer, 2 prob - MOLEKÜLER","140,00",TIBBİ GENETİK
"Saflaştırma, agaroz (2 örnek)  - MOLEKÜLER","140,00",TIBBİ GENETİK
"Saflaştırma, PCR (3 örnek)  - MOLEKÜLER","140,00",TIBBİ GENETİK
"Sekanslama, 8 primer - MOLEKÜLER","140,00",TIBBİ GENETİK
"Parental analiz, 8 primer - MOLEKÜLER","140,00",TIBBİ GENETİK
"Koryon villus materyali, kültür - SİTOGENETİK","130,00",TIBBİ GENETİK
Abort materyali kültürü - SİTOGENETİK,"120,00",TIBBİ GENETİK
"Blok, fetal, fetal kan - SİTOGENETİK","120,00",TIBBİ GENETİK
"Saflaştırma, agaroz (1 örnek)  - MOLEKÜLER","120,00",TIBBİ GENETİK
"Saflaştırma, PCR (2 örnek)  - MOLEKÜLER","120,00",TIBBİ GENETİK
CDNA sentezi - MOLEKÜLER,"120,00",TIBBİ GENETİK
"Str analizi, 8 primer - MOLEKÜLER","120,00",TIBBİ GENETİK
Northern blot - MOLEKÜLER,"120,00",TIBBİ GENETİK
Western blot - MOLEKÜLER,"120,00",TIBBİ GENETİK
Otoradyografi - MOLEKÜLER,"120,00",TIBBİ GENETİK
"Sekanslama, 4 primer - MOLEKÜLER","120,00",TIBBİ GENETİK
Kromozomların parental orijin tayini (DNA analizi)  - DİĞER,"120,00",TIBBİ GENETİK
"SSCP analizi, 8 primer - MOLEKÜLER","110,00",TIBBİ GENETİK
Fetal kan kültürü - SİTOGENETİK,"100,00",TIBBİ GENETİK
"Koryon villus materyali, direkt - SİTOGENETİK","100,00",TIBBİ GENETİK
"Kemik iliği, direkt - SİTOGENETİK","100,00",TIBBİ GENETİK
Gonad biyopsi materyali kültürü - SİTOGENETİK,"100,00",TIBBİ GENETİK
Solid doku materyali kültürü - SİTOGENETİK,"100,00",TIBBİ GENETİK
"Analiz, marker kromozom (>100)  - SİTOGENETİK","100,00",TIBBİ GENETİK
"Blok, periferik kan, frajil X - SİTOGENETİK","100,00",TIBBİ GENETİK
"Blok, kemik İliği - SİTOGENETİK","100,00",TIBBİ GENETİK
"İzolasyon, RNA - MOLEKÜLER","100,00",TIBBİ GENETİK
"Saflaştırma, PCR (1 örnek)  - MOLEKÜLER","100,00",TIBBİ GENETİK
"PCR, multiplex - MOLEKÜLER","100,00",TIBBİ GENETİK
"Str analizi, 4 primer - MOLEKÜLER","100,00",TIBBİ GENETİK
"Sekanslama, 2 primer - MOLEKÜLER","100,00",TIBBİ GENETİK
DNA dizi analizi - DİĞER,"100,00",TIBBİ GENETİK
"SSCP analizi, 4 primer - MOLEKÜLER","90,00",TIBBİ GENETİK
Moleküler poliakrilamid jel elektroforez (8 örnek):  80 - DİĞER,"80,00",TIBBİ GENETİK
Moleküler analiz PCR (8 primer) :  80 - DİĞER,"80,00",TIBBİ GENETİK
Moleküler restriksiyon enzim kesimi (3 enzim) :  80 - DİĞER,"80,00",TIBBİ GENETİK
"Blok, periferik kan, HRB - SİTOGENETİK","80,00",TIBBİ GENETİK
Poliakrilamid jel elektroforezi (8 örnek)  - MOLEKÜLER,"80,00",TIBBİ GENETİK
"Analiz, PCR (8 primer)  - MOLEKÜLER","80,00",TIBBİ GENETİK
"PCR, RT - MOLEKÜLER","80,00",TIBBİ GENETİK
"PCR, nested - MOLEKÜLER","80,00",TIBBİ GENETİK
"İşaretleme, nick translation - MOLEKÜLER","80,00",TIBBİ GENETİK
"İşaretleme, random priming - MOLEKÜLER","80,00",TIBBİ GENETİK
Restriksiyon enzim kesimi (3 enzim)  - MOLEKÜLER,"80,00",TIBBİ GENETİK
"Str analizi, 2 primer - MOLEKÜLER","80,00",TIBBİ GENETİK
"SSCP analizi, 2 primer - MOLEKÜLER","80,00",TIBBİ GENETİK
Dot blot - MOLEKÜLER,"80,00",TIBBİ GENETİK
Southern blot - MOLEKÜLER,"80,00",TIBBİ GENETİK
DNA fingerprinting - DİĞER,"80,00",TIBBİ GENETİK
Deri biyopsi kültürü - SİTOGENETİK,"70,00",TIBBİ GENETİK
Frajil X hücre kültürü - SİTOGENETİK,"70,00",TIBBİ GENETİK
HRB hücre kültürü - SİTOGENETİK,"70,00",TIBBİ GENETİK
"Analiz, frajil X (>100)  - SİTOGENETİK","70,00",TIBBİ GENETİK
"Analiz, SCE değerlendirme - SİTOGENETİK","70,00",TIBBİ GENETİK
"Analiz, fetal doku - SİTOGENETİK","70,00",TIBBİ GENETİK
"Analiz, PCR (4 primer)  - MOLEKÜLER","70,00",TIBBİ GENETİK
Restriksiyon enzim kesimi (2 enzim)  - MOLEKÜLER,"70,00",TIBBİ GENETİK
HBV YMDD Mutasyon Analizi - DİĞER,"65,00",TIBBİ GENETİK
"Blok, periferik kan, atandart - SİTOGENETİK","60,00",TIBBİ GENETİK
Poliakrilamid jel elektroforezi (4 örnek)  - MOLEKÜLER,"60,00",TIBBİ GENETİK
"Analiz, PCR (2 primer)  - MOLEKÜLER","60,00",TIBBİ GENETİK
Restriksiyon enzim kesimi (1 enzim)  - MOLEKÜLER,"60,00",TIBBİ GENETİK
RFLP - MOLEKÜLER,"60,00",TIBBİ GENETİK
"Moleküler, PCR, prob. Haz.:  50 - DİĞER","50,00",TIBBİ GENETİK
Periferik kan kültürü - SİTOGENETİK,"50,00",TIBBİ GENETİK
"Kro, bant, telomer  - SİTOGENETİK","50,00",TIBBİ GENETİK
"Kro, bant, SCE boyama - SİTOGENETİK","50,00",TIBBİ GENETİK
"Analiz, HRB ile (>50)  - SİTOGENETİK","50,00",TIBBİ GENETİK
"Analiz, kırık sendromları - SİTOGENETİK","50,00",TIBBİ GENETİK
"İzolasyon, CVS - MOLEKÜLER","50,00",TIBBİ GENETİK
Agaroz jel elektroforez (8 örnek)  - MOLEKÜLER,"50,00",TIBBİ GENETİK
Poliakrilamid jel elektroforezi (2 örnek)  - MOLEKÜLER,"50,00",TIBBİ GENETİK
"PCR, prob haz.  - MOLEKÜLER","50,00",TIBBİ GENETİK
"Analiz, HRB ile (20 – 50)  - SİTOGENETİK","45,00",TIBBİ GENETİK
"İzolasyon, amnion sıvısı - MOLEKÜLER","45,00",TIBBİ GENETİK
Sendrom araştırması - KLİNİK GENETİK,"40,00",TIBBİ GENETİK
"Kromozom, bantlama, GTG  - SİTOGENETİK","40,00",TIBBİ GENETİK
"Kro, bantlama, C, HRB, Nor, Q (her biri)  - SİTOGENETİK","40,00",TIBBİ GENETİK
"Kromozom, bantlama, R - SİTOGENETİK","40,00",TIBBİ GENETİK
"Analiz, > 50 hücre - SİTOGENETİK","40,00",TIBBİ GENETİK
"İzolasyon, doku - MOLEKÜLER","40,00",TIBBİ GENETİK
Agaroz jel elektroforez (4 örnek)  - MOLEKÜLER,"40,00",TIBBİ GENETİK
Poliakrilamid jel elektroforezi (1 örnek)  - MOLEKÜLER,"40,00",TIBBİ GENETİK
"Moleküler izolasyon, kan:  30 - DİĞER","30,00",TIBBİ GENETİK
Genetik danışma - KLİNİK GENETİK,"30,00",TIBBİ GENETİK
Genetik konsültasyon - KLİNİK GENETİK,"30,00",TIBBİ GENETİK
"İzolasyon, kan - MOLEKÜLER","30,00",TIBBİ GENETİK
Agaroz jel elektroforez (2 örnek)  - MOLEKÜLER,"30,00",TIBBİ GENETİK
Spontan kromozomal kırık sayımı - DİĞER,"30,00",TIBBİ GENETİK
Genetik muayene - KLİNİK GENETİK,"25,00",TIBBİ GENETİK
"Analiz, 20 hücre - SİTOGENETİK","25,00",TIBBİ GENETİK
DNA eldesi (doku)  - DİĞER,"25,00",TIBBİ GENETİK
Kontrol muayenesi - KLİNİK GENETİK,"20,00",TIBBİ GENETİK
Dismorfik değerlendirme - KLİNİK GENETİK,"20,00",TIBBİ GENETİK
Punch biyopsi - KLİNİK GENETİK,"20,00",TIBBİ GENETİK
Agaroz jel elektroforez (1 örnek)  - MOLEKÜLER,"20,00",TIBBİ GENETİK
Debranching enzim aktivite tayini - DİĞER,"20,00",TIBBİ GENETİK
