District,Rooms,Price,ilanId,ListingURL,Province,Neighborhood,PropertyType,AreaM2,Currency,ListingDate,CollectedAt
Merkez,1+1,17.500 TL,19487887,https://www.emlakjet.com/ilan/kiralik-esyali-daire-19487887,Kütahya,,Konut,72,TRY,2026-06-16,2026-08-17T10:02:50+00:00
Merkez,2+1,15.000 TL,19485651,https://www.emlakjet.com/ilan/kolcan-emlaktan-sehir-hastanesi-civari-kiralik-21-daire-19485651,Kütahya,,Konut,90,TRY,2026-06-16,2026-08-17T10:02:50+00:00
Merkez,2+1,17.000 TL,19485049,https://www.emlakjet.com/ilan/kutahya-merkezde-kiralik-aileye-21-genis-19485049,Kütahya,,Konut,120,TRY,2026-06-16,2026-08-17T10:02:50+00:00
Merkez,1+1,17.000 TL,19478942,https://www.emlakjet.com/ilan/meydan-mahallesi-nde-esyali-11-daire-kiralik-aboneleri-acik-19478942,Kütahya,,Konut,65,TRY,2026-06-14,2026-08-17T10:02:50+00:00
Merkez,3+1,16.000 TL,19468243,https://www.emlakjet.com/ilan/yunus-emre-mahallesi-akcay-caddesinde-bakimli-ferah-daire-19468243,Kütahya,,Konut,125,TRY,2026-06-11,2026-08-17T10:02:50+00:00
Merkez,1+1,14.500 TL,19464576,https://www.emlakjet.com/ilan/blue-emlak-tan-kafeler-sokaginda-11-kiralik-daire-19464576,Kütahya,,Konut,82,TRY,2026-06-10,2026-08-17T10:02:50+00:00
Merkez,3+1,23.500 TL,19455036,https://www.emlakjet.com/ilan/blue-emlak-tan-yildirim-beyazit-ta-kiralik-31-daire-19455036,Kütahya,,Konut,136,TRY,2026-06-08,2026-08-17T10:02:50+00:00
Gediz,1+1,12.000 TL,19451363,https://www.emlakjet.com/ilan/gediz-merkez-esyali-11-19451363,Kütahya,,Konut,65,TRY,2026-06-07,2026-08-17T10:02:50+00:00
Merkez,1+1,14.500 TL,19444837,https://www.emlakjet.com/ilan/blue-emlaktan-meydanda-kiralik-11-daire-19444837,Kütahya,,Konut,60,TRY,2026-06-05,2026-08-17T10:02:50+00:00
Merkez,3+1,16.000 TL,19434979,https://www.emlakjet.com/ilan/deniz-yigit-emlak-tan-cumhuriyet-mahallesinde-kiralik-site-icinde-31-daire-19434979,Kütahya,,Konut,130,TRY,2026-06-03,2026-08-17T10:02:50+00:00
Merkez,1+1,16.150 TL,19432340,https://www.emlakjet.com/ilan/asel-den-sifir-esya-11-arakat-asansorlu-otopark-cift-cephe-dogu-19432340,Kütahya,,Konut,86,TRY,2026-06-03,2026-08-17T10:02:50+00:00
Merkez,2+1,14.000 TL,19431253,https://www.emlakjet.com/ilan/blue-emlak-tan-yildirim-beyazit-ta-21-daire-19431253,Kütahya,,Konut,110,TRY,2026-06-02,2026-08-17T10:02:50+00:00
Merkez,3+1,19.750 TL,19430982,https://www.emlakjet.com/ilan/blue-emlak-tan-kiralik-31-daire-19430982,Kütahya,,Konut,150,TRY,2026-06-02,2026-08-17T10:02:50+00:00
Merkez,2+1,14.000 TL,19430905,https://www.emlakjet.com/ilan/blue-emlak-tan-cumhuriyet-mahallesi-nde-kiralik-21-daire-19430905,Kütahya,,Konut,120,TRY,2026-06-02,2026-08-17T10:02:50+00:00
Merkez,2+1,18.000 TL,19418410,https://www.emlakjet.com/ilan/ozgu-den-sehir-hastanesi-yakini-arakat-kiralik-21-daire-19418410,Kütahya,,Konut,123,TRY,2026-05-27,2026-08-17T10:02:50+00:00
Merkez,4+1,45.000 TL,19418406,https://www.emlakjet.com/ilan/ozgu-den-zafertepe-de-site-ici-luks-41-kiralik-daire-19418406,Kütahya,,Konut,210,TRY,2026-05-27,2026-08-17T10:02:50+00:00
Merkez,3+1,22.000 TL,19417233,https://www.emlakjet.com/ilan/asel-den-saglik-bilimleri-universite-yani-esyasiz140-m2-31daire-19417233,Kütahya,,Konut,150,TRY,2026-05-26,2026-08-17T10:02:50+00:00
Merkez,1+1,15.000 TL,19394656,https://www.emlakjet.com/ilan/temiz-ve-kullanisli-11-genis-19394656,Kütahya,,Konut,60,TRY,2026-05-21,2026-08-17T10:02:50+00:00
Merkez,1+1,15.500 TL,19382850,https://www.emlakjet.com/ilan/kutahya-kutahya-merkezde-full-esyali-kiralik-daire-19382850,Kütahya,,Konut,70,TRY,2026-05-18,2026-08-17T10:02:50+00:00
Merkez,1+1,17.000 TL,19331783,https://www.emlakjet.com/ilan/blue-emlak-tan-full-esyali-genis-11-daire-19331783,Kütahya,,Konut,70,TRY,2026-05-06,2026-08-17T10:02:50+00:00
Merkez,2+1,20.500 TL,19321683,https://www.emlakjet.com/ilan/asel-den-laleli-cafeler-cad-21-esyali-terasli-nezih-daire-19321683,Kütahya,,Konut,125,TRY,2026-05-03,2026-08-17T10:02:50+00:00
Merkez,3+1,23.000 TL,19315104,https://www.emlakjet.com/ilan/istasyon-caddesinde-nezih-bir-apartmanda-genis-kiralik-31-daire-19315104,Kütahya,,Konut,180,TRY,2026-05-01,2026-08-17T10:02:50+00:00
Merkez,1+1,15.000 TL,19285564,https://www.emlakjet.com/ilan/asel-den-residance-de-11-esyali-luks-dogu-cephe-daire-19285564,Kütahya,,Konut,50,TRY,2026-04-24,2026-08-17T10:02:50+00:00
Merkez,3+1,13.250 TL,19207079,https://www.emlakjet.com/ilan/blue-emlak-tan-orkent-sitesinde-kiralik-31-daire-19207079,Kütahya,,Konut,140,TRY,2026-04-08,2026-08-17T10:02:50+00:00
Merkez,2+0,20.000 TL,19128647,https://www.emlakjet.com/ilan/lala-huseyin-pasa-da-2-adet-sifir-esyali-20-kiralik-daire-19128647,Kütahya,,Konut,80,TRY,2026-03-16,2026-08-17T10:02:50+00:00
Merkez,3+1,15.500 TL,19056182,https://www.emlakjet.com/ilan/asel-den-z-tepe-merkez-31-kose-konum-daire-19056182,Kütahya,,Konut,125,TRY,2026-02-24,2026-08-17T10:02:50+00:00
Merkez,4+1,27.000 TL,19039263,https://www.emlakjet.com/ilan/sehir-hastanesi-yakini-kiralik-41-dublex-daire-19039263,Kütahya,,Konut,180,TRY,2026-02-19,2026-08-17T10:02:50+00:00
Merkez,1+1,13.250 TL,19034202,https://www.emlakjet.com/ilan/asel-den-cafeler-sok-500-mt-mesafe-11-yeni-esyali-daire-19034202,Kütahya,,Konut,55,TRY,2026-02-18,2026-08-17T10:02:50+00:00
Çavdarhisar,2+0,13.000 TL,18865868,https://www.emlakjet.com/ilan/deniz-yigit-emlak-tan-saray-mahallesinde-kiralik-full-esyali-20-daire-18865868,Kütahya,,Konut,65,TRY,2026-01-20,2026-08-17T10:02:50+00:00
Merkez,1+1,18.000 TL,19729962,https://www.emlakjet.com/ilan/kolcan-emlak-tan-servi-mahallesine-esyali-11-kiralik-rezidans-19729962,Kütahya,,Konut,55,TRY,2026-08-15,2026-08-17T10:02:55+00:00
Merkez,2+1,22.000 TL,19725569,https://www.emlakjet.com/ilan/demirland-dan-kiralik-yunus-emre-de-21-sifir-daire-19725569,Kütahya,,Konut,105,TRY,2026-08-14,2026-08-17T10:02:55+00:00
Merkez,1+1,15.500 TL,19723219,https://www.emlakjet.com/ilan/asel-den-carsi-valilik-yani-site-11-arakat-esyali-daire-19723219,Kütahya,,Konut,50,TRY,2026-08-13,2026-08-17T10:02:55+00:00
Merkez,2+0,22.500 TL,19707992,https://www.emlakjet.com/ilan/ozgu-den-sehir-hastanesi-karsisi-arakat-kiralik-20-19707992,Kütahya,,Konut,60,TRY,2026-08-10,2026-08-17T10:02:55+00:00
Merkez,4+1,28.000 TL,19705546,https://www.emlakjet.com/ilan/marka-dan-bolcek-mahallesi-padok-evlerinde-kiralik-41-dublex-19705546,Kütahya,,Konut,180,TRY,2026-08-09,2026-08-17T10:02:55+00:00
Merkez,4+1,25.000 TL,19705545,https://www.emlakjet.com/ilan/marka-dan-fatih-mah-ali-gural-lisesi-yani-kiralik-41-daire-19705545,Kütahya,,Konut,175,TRY,2026-08-09,2026-08-17T10:02:55+00:00
Merkez,2+1,23.000 TL,19705544,https://www.emlakjet.com/ilan/marka-dan-dumlupinar-mh-ozel-otoparkli-ici-yapili-21-daire-19705544,Kütahya,,Konut,100,TRY,2026-08-09,2026-08-17T10:02:55+00:00
Merkez,1+1,15.000 TL,19705541,https://www.emlakjet.com/ilan/marka-dan-karayollarina-5-dk-11-genis-cam-balkonlu-esyali-11-19705541,Kütahya,,Konut,50,TRY,2026-08-09,2026-08-17T10:02:55+00:00
Merkez,3+1,25.000 TL,19705539,https://www.emlakjet.com/ilan/marka-gayrimenkul-den-ali-pasa-mah-kiralik-31-daire-19705539,Kütahya,,Konut,130,TRY,2026-08-09,2026-08-17T10:02:55+00:00
Merkez,1+1,20.000 TL,19705538,https://www.emlakjet.com/ilan/marka-gayrimenkul-den-faturalar-dahil-11-kiralik-daire-19705538,Kütahya,,Konut,60,TRY,2026-08-09,2026-08-17T10:02:55+00:00
Merkez,2+1,20.000 TL,19705526,https://www.emlakjet.com/ilan/marka-dan-zafertepe-de-manzarali-k-otopark-kilerli-lux-sifir-21-19705526,Kütahya,,Konut,115,TRY,2026-08-09,2026-08-17T10:02:55+00:00
Merkez,1+1,16.500 TL,19705524,https://www.emlakjet.com/ilan/marka-dan-saglik-bilimleri-universitesi-karsisi-esyali-11-daire-19705524,Kütahya,,Konut,75,TRY,2026-08-09,2026-08-17T10:02:55+00:00
Merkez,1+1,23.000 TL,19705522,https://www.emlakjet.com/ilan/marka-dan-sehir-hastanesine-2-dk-lux-esayli-arakat-11-daire-19705522,Kütahya,,Konut,55,TRY,2026-08-09,2026-08-17T10:02:55+00:00
Merkez,3+1,28.000 TL,19705520,https://www.emlakjet.com/ilan/marka-gayrimenkul-den-bolcek-mah-arakat-kiralik-31-daire-19705520,Kütahya,,Konut,158,TRY,2026-08-09,2026-08-17T10:02:55+00:00
Merkez,3+1,20.000 TL,19705515,https://www.emlakjet.com/ilan/marka-dan-yildirim-beyazit-mah-arakat-kiralik-31-daire-19705515,Kütahya,,Konut,145,TRY,2026-08-09,2026-08-17T10:02:55+00:00
Merkez,1+1,20.500 TL,19705511,https://www.emlakjet.com/ilan/marka-dan-yildirim-beyazit-ta-sifir-esyali-ultra-lux-konsept-11-19705511,Kütahya,,Konut,50,TRY,2026-08-09,2026-08-17T10:02:55+00:00
Merkez,1+1,12.500 TL,19705505,https://www.emlakjet.com/ilan/marka-dan-sevgi-yolu-civari-arakat-esyali-11-kiralik-daire-19705505,Kütahya,,Konut,45,TRY,2026-08-09,2026-08-17T10:02:55+00:00
Merkez,1+1,17.000 TL,19705500,https://www.emlakjet.com/ilan/marka-dan-kirazpinar-da-munih-apt-esyali-asansorlu-11-daire-19705500,Kütahya,,Konut,45,TRY,2026-08-09,2026-08-17T10:02:55+00:00
Merkez,1+1,12.000 TL,19705498,https://www.emlakjet.com/ilan/marka-dan-sehir-hastanesine-yurume-mesafesinde-11-daire-19705498,Kütahya,,Konut,50,TRY,2026-08-09,2026-08-17T10:02:55+00:00
Merkez,1+1,22.000 TL,19705494,https://www.emlakjet.com/ilan/marka-dan-dpu-karsisi-collesium-da-luks-esyali-11-daire-19705494,Kütahya,,Konut,50,TRY,2026-08-09,2026-08-17T10:02:55+00:00
Merkez,1+1,18.000 TL,19705492,https://www.emlakjet.com/ilan/marka-dan-uni-karsisi-manzarali-terasli-esyali-80m2-11-daire-19705492,Kütahya,,Konut,100,TRY,2026-08-09,2026-08-17T10:02:55+00:00
Merkez,1+1,25.000 TL,19705490,https://www.emlakjet.com/ilan/marka-dan-site-ici-ultra-lux-konsept-11-esyali-balkonlu-arakat-19705490,Kütahya,,Konut,55,TRY,2026-08-09,2026-08-17T10:02:55+00:00
Merkez,1+1,16.000 TL,19705488,https://www.emlakjet.com/ilan/marka-dan-alipasa-mah-m-plus-arkasi-11-esyali-kiralik-daire-19705488,Kütahya,,Konut,45,TRY,2026-08-09,2026-08-17T10:02:55+00:00
Merkez,1+1,16.000 TL,19705483,https://www.emlakjet.com/ilan/marka-dan-menderes-cad-sultan-market-arkasi-esyali-11-19705483,Kütahya,,Konut,70,TRY,2026-08-09,2026-08-17T10:02:55+00:00
Merkez,1+1,20.000 TL,19705481,https://www.emlakjet.com/ilan/marka-dan-yildirim-beyazit-mah-milli-egitim-yani-lux-11-daire-19705481,Kütahya,,Konut,55,TRY,2026-08-09,2026-08-17T10:02:55+00:00
Merkez,2+1,19.000 TL,19705472,https://www.emlakjet.com/ilan/marka-dan-sporkent-te-kose-21-genis-balkonlu-kiralik-daire-19705472,Kütahya,,Konut,90,TRY,2026-08-09,2026-08-17T10:02:55+00:00
Merkez,1+1,12.000 TL,19705468,https://www.emlakjet.com/ilan/marka-dan-yunusemre-mh-tapu-mudurlugu-yani-esyali-11-daire-19705468,Kütahya,,Konut,45,TRY,2026-08-09,2026-08-17T10:02:55+00:00
Merkez,2+1,14.000 TL,18783689,https://www.emlakjet.com/ilan/deniz-yigit-emlak-tan-fatih-mahallesinde-kiralik-21-daire-18783689,Kütahya,,Konut,110,TRY,2026-01-07,2026-08-17T10:02:55+00:00
Merkez,1+1,13.000 TL,18092016,https://www.emlakjet.com/ilan/kutahya-merkezde-bayana-kiralik-esyali-18092016,Kütahya,,Konut,60,TRY,2025-09-19,2026-08-17T10:02:55+00:00
Merkez,1+1,11.000 TL,18081861,https://www.emlakjet.com/ilan/pay-emlaktan-kiralik-saray-mahallesinde-full-esyali-11-daireler-18081861,Kütahya,,Konut,55,TRY,2025-09-17,2026-08-17T10:02:55+00:00
Merkez,1+1,17.000 TL,19705464,https://www.emlakjet.com/ilan/marka-dan-cafeler-1-dk-kiralik-arakat-11-esyali-balkonlu-daire-19705464,Kütahya,,Konut,55,TRY,2026-08-09,2026-08-17T10:03:00+00:00
Merkez,3+1,14.500 TL,19702024,https://www.emlakjet.com/ilan/blue-emlak-tan-orkent-sitesinde-kiralik-31-daire-19702024,Kütahya,,Konut,140,TRY,2026-08-08,2026-08-17T10:03:00+00:00
Merkez,3+1,25.000 TL,19702020,https://www.emlakjet.com/ilan/blue-emlak-tan-yildirim-beyazit-ta-kiralik-31-daire-19702020,Kütahya,,Konut,136,TRY,2026-08-08,2026-08-17T10:03:00+00:00
Merkez,1+1,15.000 TL,19702019,https://www.emlakjet.com/ilan/blue-emlak-tan-kafeler-sokaginda-11-kiralik-daire-19702019,Kütahya,,Konut,82,TRY,2026-08-08,2026-08-17T10:03:00+00:00
Merkez,1+1,11.500 TL,19692171,https://www.emlakjet.com/ilan/demirland-dan-kiralik-yunus-emre-de-sbu-ne-yakin-11-daire-19692171,Kütahya,,Konut,55,TRY,2026-08-06,2026-08-17T10:03:00+00:00
Merkez,1+1,11.000 TL,19692169,https://www.emlakjet.com/ilan/demirland-dan-kiralik-mecidiye-de-11-esyali-daire-19692169,Kütahya,,Konut,55,TRY,2026-08-06,2026-08-17T10:03:00+00:00
Merkez,2+1,17.000 TL,19692168,https://www.emlakjet.com/ilan/demirland-dan-kiralik-zafertepe-de-21-genis-daire-19692168,Kütahya,,Konut,110,TRY,2026-08-06,2026-08-17T10:03:00+00:00
Merkez,1+1,15.750 TL,19691683,https://www.emlakjet.com/ilan/ozgu-invest-ten-menderes-caddesi-yakini-esyali-genis-11-daire-19691683,Kütahya,,Konut,75,TRY,2026-08-06,2026-08-17T10:03:00+00:00
Merkez,1+1,13.000 TL,19691681,https://www.emlakjet.com/ilan/ozgu-invest-ten-meydan-da-esyali-kiralik-11-daire-19691681,Kütahya,,Konut,60,TRY,2026-08-06,2026-08-17T10:03:00+00:00
Merkez,1+1,22.000 TL,19691679,https://www.emlakjet.com/ilan/ozgu-den-yildirim-beyazit-mah-de-esyali-luks-11-kiralik-daire-19691679,Kütahya,,Konut,55,TRY,2026-08-06,2026-08-17T10:03:00+00:00
Merkez,2+1,14.000 TL,19691676,https://www.emlakjet.com/ilan/ozgu-invest-ten-zafertepe-de-merkezi-konum-kiralik-21-daire-19691676,Kütahya,,Konut,110,TRY,2026-08-06,2026-08-17T10:03:00+00:00
Merkez,1+1,15.000 TL,19687136,https://www.emlakjet.com/ilan/sehir-in-en-guzel-muhitinde-kiralik-11-daire-19687136,Kütahya,,Konut,60,TRY,2026-08-05,2026-08-17T10:03:00+00:00
Gediz,1+1,15.000 TL,19686851,https://www.emlakjet.com/ilan/kotekli-c-kapiya-5-dk-kiralik-esyali-daireler-19686851,Kütahya,,Konut,45,TRY,2026-08-05,2026-08-17T10:03:00+00:00
Merkez,,10.000 TL,19683405,https://www.emlakjet.com/ilan/kenan-uzman-dan-laleli-camii-yakininda-kiralik-10-19683405,Kütahya,,Konut,35,TRY,2026-08-04,2026-08-17T10:03:00+00:00
Merkez,1+1,13.000 TL,19683400,https://www.emlakjet.com/ilan/kenan-uzman-dan-eski-emniyet-yaninda-kiralik-esyali-11-daire-19683400,Kütahya,,Konut,60,TRY,2026-08-04,2026-08-17T10:03:00+00:00
Merkez,2+1,15.000 TL,19683393,https://www.emlakjet.com/ilan/kenan-uzman-dan-carsinin-tam-merkezinde-kiralik-21-daire-19683393,Kütahya,,Konut,90,TRY,2026-08-04,2026-08-17T10:03:00+00:00
Merkez,3+2,52.500 TL,19683389,https://www.emlakjet.com/ilan/kenan-uzman-dan-sporkent-te-esyali-luks-tripleks-villa-19683389,Kütahya,,Konut,340,TRY,2026-08-04,2026-08-17T10:03:00+00:00
Merkez,3+1,15.000 TL,19683388,https://www.emlakjet.com/ilan/kenan-uzman-dan-menderes-blv-yaninda-kiralik-arakat-31-daire-19683388,Kütahya,,Konut,120,TRY,2026-08-04,2026-08-17T10:03:00+00:00
Merkez,,10.000 TL,19683386,https://www.emlakjet.com/ilan/kenan-uzman-dan-menderes-shell-yaninda-kiralik-esyali-10-daire-19683386,Kütahya,,Konut,45,TRY,2026-08-04,2026-08-17T10:03:00+00:00
Merkez,1+1,11.000 TL,19683385,https://www.emlakjet.com/ilan/kenan-uzman-dan-carsi-merkezinde-kiralik-11-esyali-daire-19683385,Kütahya,,Konut,50,TRY,2026-08-04,2026-08-17T10:03:00+00:00
Merkez,1+1,9.500 TL,19683384,https://www.emlakjet.com/ilan/kenan-uzman-dan-tapu-mudurlugu-yaninda-kiralik-11-daire-19683384,Kütahya,,Konut,50,TRY,2026-08-04,2026-08-17T10:03:00+00:00
Merkez,1+1,12.000 TL,19683383,https://www.emlakjet.com/ilan/kenan-uzman-dan-meydan-mah-de-kiralik-esyali-11-daire-19683383,Kütahya,,Konut,45,TRY,2026-08-04,2026-08-17T10:03:00+00:00
Merkez,1+1,9.000 TL,19683370,https://www.emlakjet.com/ilan/kenan-uzman-dan-menderes-cd-sinde-kiralik-esyali-daire-19683370,Kütahya,,Konut,50,TRY,2026-08-04,2026-08-17T10:03:00+00:00
Merkez,1+1,11.500 TL,19682398,https://www.emlakjet.com/ilan/demirland-dan-kiralik-meydan-da-11-esyali-daire-19682398,Kütahya,,Konut,55,TRY,2026-08-04,2026-08-17T10:03:00+00:00
Merkez,2+1,25.000 TL,19676460,https://www.emlakjet.com/ilan/emlak-centerden-esyali-kiralik-daire-19676460,Kütahya,,Konut,115,TRY,2026-08-02,2026-08-17T10:03:00+00:00
Merkez,1+1,10.000 TL,19674616,https://www.emlakjet.com/ilan/demirland-dan-kiralik-meydan-da-genis-esyali-11-daire-19674616,Kütahya,,Konut,55,TRY,2026-08-02,2026-08-17T10:03:00+00:00
Merkez,1+1,11.000 TL,19674615,https://www.emlakjet.com/ilan/demirland-dan-kiralik-lalahuseyin-pasa-mah-de-11-daire-19674615,Kütahya,,Konut,50,TRY,2026-08-02,2026-08-17T10:03:00+00:00
Merkez,2+1,15.000 TL,19674614,https://www.emlakjet.com/ilan/demirland-dan-kiralik-sehir-hastanesi-yakini-21-daire-19674614,Kütahya,,Konut,95,TRY,2026-08-02,2026-08-17T10:03:00+00:00
Merkez,1+1,17.000 TL,19661979,https://www.emlakjet.com/ilan/pay-dan-kiralik-gaybiefendi-mahallesinde-11-daire-19661979,Kütahya,,Konut,60,TRY,2026-07-29,2026-08-17T10:03:00+00:00
Merkez,3+1,17.000 TL,19622183,https://www.emlakjet.com/ilan/pay-dan-kiralik-sporkentin-merkezinde-31-daire-19622183,Kütahya,,Konut,130,TRY,2026-07-19,2026-08-17T10:03:00+00:00
Merkez,2+1,22.000 TL,19622182,https://www.emlakjet.com/ilan/kafeler-caddesinde-kiralik-21-daire-19622182,Kütahya,,Konut,100,TRY,2026-07-19,2026-08-17T10:03:05+00:00
Merkez,3+1,23.000 TL,19617458,https://www.emlakjet.com/ilan/ozgu-den-sehir-hastanesi-yakini-arakat-kiralik-31-daire-19617458,Kütahya,,Konut,120,TRY,2026-07-17,2026-08-17T10:03:05+00:00
Merkez,2+1,20.000 TL,19609302,https://www.emlakjet.com/ilan/demirland-dan-kiralik-zafertepe-de-luks-21-daire-19609302,Kütahya,,Konut,110,TRY,2026-07-16,2026-08-17T10:03:05+00:00
Merkez,1+1,17.500 TL,19600300,https://www.emlakjet.com/ilan/sehir-hastanesinin-karsisi-19600300,Kütahya,,Konut,65,TRY,2026-07-14,2026-08-17T10:03:05+00:00
Merkez,2+0,10.000 TL,19598326,https://www.emlakjet.com/ilan/zafertepe-girisi-onu-acik-genis-kullanisli-20-kiralik-daire-19598326,Kütahya,,Konut,65,TRY,2026-07-13,2026-08-17T10:03:05+00:00
Merkez,2+1,20.000 TL,19591716,https://www.emlakjet.com/ilan/deniz-yigit-ten-servi-mahallesinde-kiralik-21-ofis-isyeri-daire-19591716,Kütahya,,Konut,100,TRY,2026-07-11,2026-08-17T10:03:05+00:00
Merkez,1+1,13.500 TL,19591078,https://www.emlakjet.com/ilan/ozgu-den-menderes-caddesi-yakininda-kiralik-11-firsat-daire-19591078,Kütahya,,Konut,50,TRY,2026-07-11,2026-08-17T10:03:05+00:00
Merkez,1+1,12.500 TL,19591072,https://www.emlakjet.com/ilan/ozgu-den-kirazpinar-da-esyali-balkonlu-luks-11-daire-19591072,Kütahya,,Konut,55,TRY,2026-07-11,2026-08-17T10:03:05+00:00
Merkez,2+1,18.500 TL,19591069,https://www.emlakjet.com/ilan/ozgu-den-zafertepe-de-merkezi-konumda-sifir-kiralik-21-daire-19591069,Kütahya,,Konut,110,TRY,2026-07-11,2026-08-17T10:03:05+00:00
Merkez,2+1,15.000 TL,19558112,https://www.emlakjet.com/ilan/demirland-dan-kiralik-kirazpinar-da-21-esyali-daire-19558112,Kütahya,,Konut,60,TRY,2026-07-04,2026-08-17T10:03:05+00:00
Merkez,1+1,16.000 TL,19539382,https://www.emlakjet.com/ilan/demirland-dan-kiralik-kirazpinar-da-11-esyali-daire-19539382,Kütahya,,Konut,65,TRY,2026-06-29,2026-08-17T10:03:05+00:00
Merkez,1+1,12.000 TL,19539381,https://www.emlakjet.com/ilan/demirland-dan-meydan-mahallesin-de-kiralik-11-bakimli-daire-19539381,Kütahya,,Konut,55,TRY,2026-06-29,2026-08-17T10:03:05+00:00
Merkez,1+1,15.000 TL,19526358,https://www.emlakjet.com/ilan/kutahya-fuatpasa-mahallesi-kiralik-11-esyali-dubleks-daire-19526358,Kütahya,,Konut,60,TRY,2026-06-26,2026-08-17T10:03:05+00:00
Merkez,1+1,16.000 TL,19526334,https://www.emlakjet.com/ilan/gaybiefendi-mah-belediye-arakasi-esyali-kiralik-11-daire-19526334,Kütahya,,Konut,60,TRY,2026-06-26,2026-08-17T10:03:05+00:00
Merkez,1+1,16.000 TL,19524756,https://www.emlakjet.com/ilan/demirlan-dan-kiralik-konak-rezidans-ta-11-esyali-daire-19524756,Kütahya,,Konut,55,TRY,2026-06-25,2026-08-17T10:03:05+00:00
Merkez,3+1,30.000 TL,19522506,https://www.emlakjet.com/ilan/sehir-hastanesi-yakini-sifir-yerden-isitmali-31-kiralik-daire-19522506,Kütahya,,Konut,155,TRY,2026-06-25,2026-08-17T10:03:05+00:00
Merkez,2+1,30.000 TL,19507008,https://www.emlakjet.com/ilan/demirland-dan-kiralik-sehir-hastanesi-karsisi-luks-21-daire-19507008,Kütahya,,Konut,95,TRY,2026-06-21,2026-08-17T10:03:05+00:00
Merkez,1+1,16.500 TL,19474704,https://www.emlakjet.com/ilan/kafeler-caddesi-nde-esyali-11-kiralik-daire-19474704,Kütahya,,Konut,65,TRY,2026-06-13,2026-08-17T10:03:05+00:00
Merkez,1+1,16.000 TL,19474703,https://www.emlakjet.com/ilan/royalden-cafeler-caddesinde-yeni-esyali-ara-kat11-kiralik-daire-19474703,Kütahya,,Konut,55,TRY,2026-06-13,2026-08-17T10:03:05+00:00
Merkez,3+1,20.000 TL,19457307,https://www.emlakjet.com/ilan/royal-den-kirazpinar-mh-de-31-site-ici-kiralik-daire-19457307,Kütahya,,Konut,170,TRY,2026-06-09,2026-08-17T10:03:05+00:00
Merkez,3+1,25.000 TL,19451179,https://www.emlakjet.com/ilan/demirland-dan-kiralik-zafertepe-de-sifir-3-1-daire-19451179,Kütahya,,Konut,125,TRY,2026-06-07,2026-08-17T10:03:05+00:00
Merkez,1+1,13.000 TL,19450437,https://www.emlakjet.com/ilan/royal-den-saray-mahallesi-ara-kat-11-esyali-daire-kiralik-19450437,Kütahya,,Konut,55,TRY,2026-06-07,2026-08-17T10:03:05+00:00
Merkez,2+0,12.000 TL,19418751,https://www.emlakjet.com/ilan/deniz-yigit-ten-gaybiefendi-mahallesinde-full-esyali-kiralik-20-19418751,Kütahya,,Konut,65,TRY,2026-05-27,2026-08-17T10:03:05+00:00
Merkez,1+1,15.500 TL,19415736,https://www.emlakjet.com/ilan/demirland-dan-kirazpinar-da-kiralik-11-daire-19415736,Kütahya,,Konut,60,TRY,2026-05-26,2026-08-17T10:03:05+00:00
Merkez,1+1,12.500 TL,19406105,https://www.emlakjet.com/ilan/blue-emlak-tan-kiralik-11-apart-daire-19406105,Kütahya,,Konut,60,TRY,2026-05-23,2026-08-17T10:03:05+00:00
Merkez,1+1,16.500 TL,19390000,https://www.emlakjet.com/ilan/demirland-dan-kiralik-kirazpinar-da-11-esyali-sifir-daire-19390000,Kütahya,,Konut,50,TRY,2026-05-20,2026-08-17T10:03:05+00:00
Merkez,1+1,12.000 TL,19389997,https://www.emlakjet.com/ilan/demirland-dan-kiralik-saray-mahallesinde-11-esyali-daire-19389997,Kütahya,,Konut,60,TRY,2026-05-20,2026-08-17T10:03:05+00:00
Merkez,2+0,14.000 TL,19387696,https://www.emlakjet.com/ilan/deniz-yigit-ten-meydan-mahallesinde-kiralik-full-esyali-20-19387696,Kütahya,,Konut,65,TRY,2026-05-19,2026-08-17T10:03:05+00:00
Merkez,2+1,16.500 TL,19381900,https://www.emlakjet.com/ilan/demirland-dan-kiralik-hastane-yakini-21-abonelikleri-acik-daire-19381900,Kütahya,,Konut,95,TRY,2026-05-18,2026-08-17T10:03:05+00:00
Yeşilyurt,3+1,20.000 TL,19728115,https://www.emlakjet.com/ilan/dairemiz-zaviye-mahallesi-olup-2-arakat-31-19728115,Malatya,,Konut,155,TRY,2026-08-15,2026-08-17T10:03:08+00:00
Battalgazi,3+1,10.000 TL,19733691,https://www.emlakjet.com/ilan/bahcebasi-toki-de-kiralik-31-daire-19733691,Malatya,,Konut,110,TRY,2026-08-17,2026-08-17T10:03:08+00:00
Yeşilyurt,3+1,12.500 TL,19733626,https://www.emlakjet.com/ilan/kiralik-31-toki-2-etap-4-bolge-yol-uzeri-genclik-merkezi-karsis-19733626,Malatya,,Konut,115,TRY,2026-08-17,2026-08-17T10:03:08+00:00
Battalgazi,3+1,20.000 TL,19733396,https://www.emlakjet.com/ilan/kinaci-gayrimenkul-den-akoguz-kislasi-1-etap-31-toki-19733396,Malatya,,Konut,106,TRY,2026-08-16,2026-08-17T10:03:08+00:00
