name,price,url,id,tuik_category,basic_inflation_1d,basic_inflation_7d,basic_inflation_15d,basic_inflation_30d
Palma Masa Lambası Gövde S Natural,4950.0,https://www.chakra.com.tr/palma-masa-lambasi-govde-s-natural-8682313394599/,8682313394599.0,05,0.0,0.0,,
Palma Masa Lambası Gövde S Natural,4950.0,https://www.chakra.com.tr/palma-masa-lambasi-govde-s-natural-8682313394599/,8682313394599.0,05,0.0,0.0,,
Palma Masa Lambası Gövde S Natural,4950.0,https://www.chakra.com.tr/palma-masa-lambasi-govde-s-natural-8682313394599/,8682313394599.0,05,0.0,0.0,,
Palma Masa Lambası Gövde S Natural,4950.0,https://www.chakra.com.tr/palma-masa-lambasi-govde-s-natural-8682313394599/,8682313394599.0,05,0.0,0.0,,
Palma Masa Lambası Gövde S Natural,4950.0,https://www.chakra.com.tr/palma-masa-lambasi-govde-s-natural-8682313394599/,8682313394599.0,05,0.0,0.0,,
Palma Masa Lambası Gövde S Natural,4950.0,https://www.chakra.com.tr/palma-masa-lambasi-govde-s-natural-8682313394599/,8682313394599.0,05,0.0,0.0,,
Palma Masa Lambası Gövde S Natural,4950.0,https://www.chakra.com.tr/palma-masa-lambasi-govde-s-natural-8682313394599/,8682313394599.0,05,0.0,0.0,,
Palma Masa Lambası Gövde S Natural,4950.0,https://www.chakra.com.tr/palma-masa-lambasi-govde-s-natural-8682313394599/,8682313394599.0,05,0.0,0.0,,
Palma Masa Lambası Gövde S Natural,4950.0,https://www.chakra.com.tr/palma-masa-lambasi-govde-s-natural-8682313394599/,8682313394599.0,05,0.0,0.0,,
Palma Masa Lambası Gövde S Natural,4950.0,https://www.chakra.com.tr/palma-masa-lambasi-govde-s-natural-8682313394599/,8682313394599.0,05,0.0,0.0,,
Palma Masa Lambası Gövde S Natural,4950.0,https://www.chakra.com.tr/palma-masa-lambasi-govde-s-natural-8682313394599/,8682313394599.0,05,0.0,0.0,,
Palma Masa Lambası Gövde S Natural,4950.0,https://www.chakra.com.tr/palma-masa-lambasi-govde-s-natural-8682313394599/,8682313394599.0,05,0.0,0.0,,
Palma Masa Lambası Gövde L Natural,6950.0,https://www.chakra.com.tr/palma-masa-lambasi-govde-l-natural-8682313394650/,8682313394650.0,05,0.0,0.0,,
Palma Masa Lambası Gövde L Natural,6950.0,https://www.chakra.com.tr/palma-masa-lambasi-govde-l-natural-8682313394650/,8682313394650.0,05,0.0,0.0,,
Palma Masa Lambası Gövde L Natural,6950.0,https://www.chakra.com.tr/palma-masa-lambasi-govde-l-natural-8682313394650/,8682313394650.0,05,0.0,0.0,,
Palma Masa Lambası Gövde L Natural,6950.0,https://www.chakra.com.tr/palma-masa-lambasi-govde-l-natural-8682313394650/,8682313394650.0,05,0.0,0.0,,
Palma Masa Lambası Gövde L Natural,6950.0,https://www.chakra.com.tr/palma-masa-lambasi-govde-l-natural-8682313394650/,8682313394650.0,05,0.0,0.0,,
Palma Masa Lambası Gövde L Natural,6950.0,https://www.chakra.com.tr/palma-masa-lambasi-govde-l-natural-8682313394650/,8682313394650.0,05,0.0,0.0,,
Palma Masa Lambası Gövde L Natural,6950.0,https://www.chakra.com.tr/palma-masa-lambasi-govde-l-natural-8682313394650/,8682313394650.0,05,0.0,0.0,,
